filename,avg_distance,std_distance,median_distance,min_distance,max_distance,cv,q25,q75,iqr,combined_score,consistency_score,n_samples,param_penalization_threshold,param_improvement_threshold_noise_mult,param_input_noise_threshold_mult,param_n_consecutive_no_improvements,param_top_m_points,param_max_iterations,param_max_zooms,param_n_restarts,param_raw,param_penalty_num_directions,param_penalty_max_radius,param_penalty_radius_step,param_max_gp_points
result_3944dcb3-d94f-4bc9-971b-521d3e4e9fd1.json,0.07150351559236091,0.02384430039368082,0.06689292417269403,0.02645729729476787,0.1289248677590293,0.33347032234913254,0.055760426311276444,0.08183022029397967,0.026069793982703225,0.08342566578920133,0.09534781598604172,24,0.009353731740487255,1.5391699099105078,3.4251332249638144,5,3,10,3,100,10000,100,0.3,0.01,3000
result_dac2fa2a-ba76-43a3-9b74-d16205c8c31a.json,0.07817041871144136,0.030818870134849897,0.07930598932215224,0.019617460318899403,0.13744912148627977,0.39425233538296395,0.051607383980745714,0.10569631273754895,0.05408892875680324,0.09357985377886631,0.10898928884629125,24,0.006421115679402017,2.391552380726435,4.4736775580444,4,2,12,3,100,10000,100,0.3,0.01,3000
result_ef0a0e6c-2088-47e3-bedb-4603bde2cc11.json,0.08082503552379851,0.03938264122510583,0.0821979388880607,0.017262023220907783,0.1968328360638267,0.48725795132511657,0.04908081489727146,0.10382600652963803,0.05474519163236657,0.10051635613635143,0.12020767674890434,24,0.001244409208534023,1.5905856865961658,5.601756733158278,3,3,12,3,100,10000,100,0.3,0.01,3000
result_9029ef0a-ce1f-4a5a-9f23-60d648b28021.json,0.09663620189353696,0.14193468563505413,0.05663282264355911,0.015459760760732839,0.7620404122381045,1.4687527329708385,0.046116414539029815,0.09373768811488102,0.047621273575851206,0.16760354471106403,0.2385708875285911,24,0.0004868913686613364,3.1525446851072227,5.3030185603375415,8,4,11,3,100,10000,100,0.3,0.01,3000
